NODE 8 8 0 0 0 0
1.59369 1.35212 0
1.56844 1.48512 0
1.5901 1.67561 0
1.60004 1.8817 0
1.56771 2.06165 0
1.51115 2.2616 0
1.32752 2.29351 0
1.15768 2.27207 0
1.00086 2.30182 0
0.703728 3.66301 0
-0.000348995 0.00999391 0
-0.00252492 0.00967599 0
-1.75366 3.40494 0
-1.69115 2.30643 0
-1.71921 2.09486 0
-1.78265 1.92004 0
-1.6957 1.67003 0
-1.72425 1.52216 0
-1.74974 1.3825 0
-1.753 1.26198 0
-1.75282 1.1383 0
-1.79678 1.04785 0
-1.77402 0.923497 0
-1.76444 0.806445 0
-1.81431 0.714677 0
-1.81607 0.623126 0
-1.8281 0.517747 0
-1.77155 0.417145 0
-1.7129 0.305886 0
-1.71495 0.227696 0
-1.70443 0.137884 0
-1.76885 0.0637171 0
-1.72993 -0.0150969 0
-1.71656 -0.108749 0
-1.66027 -0.179982 0
-1.709 -0.268753 0
-1.68434 -0.348412 0
-1.71411 -0.441288 0
-1.76739 -0.546659 0
-1.74644 -0.639969 0
-1.73652 -0.746066 0
-1.73744 -0.84036 0
-1.71218 -0.953965 0
-1.73374 -1.09391 0
-1.72445 -1.21588 0
-1.75126 -1.38058 0
-1.75424 -1.51823 0
-1.7156 -1.66398 0
-1.79203 -1.93861 0
-1.64105 -2.59458 0
-1.45761 -4.13035 0
-0.00118629 -0.00992939 0
0.00104528 -0.00994522 0
1.12326 -3.35707 0
1.53027 -2.83314 0
1.40552 -2.2936 0
1.49749 -1.83696 0
1.47802 -1.60245 0
1.47714 -1.43585 0
1.46512 -1.30193 0
1.49856 -1.21624 0
1.46654 -1.0778 0
1.53323 -1.01725 0
1.52015 -0.906661 0
1.51679 -0.78959 0
1.55057 -0.721 0
1.53708 -0.626894 0
1.52766 -0.539114 0
1.50388 -0.450841 0
1.52377 -0.378169 0
1.54997 -0.306566 0
1.5629 -0.231848 0
1.57222 -0.156596 0
1.55795 -0.0799583 0
1.56999 -0.0051515 0
1.58825 0.0745389 0
1.58285 0.150654 0
1.54261 0.232252 0
1.56788 0.318989 0
1.58954 0.403691 0
1.56834 0.47949 0
1.58303 0.562509 0
1.58692 0.663398 0
1.5828 0.746495 0
1.56282 0.830965 0
1.5899 0.945892 0
1.57604 1.04316 0
1.58906 1.18122 0
1.57343 1.28266 0
1.58251 1.44058 0
1.60863 1.60163 0
1.60675 1.79623 0
1.63238 1.99793 0
1.59639 2.20225 0
1.2421 2.38606 0
0.733613 2.83667 0
0.000327191 0.00999465 0
-0.0018973 0.00981836 0
-1.74326 3.98542 0
-1.73608 2.53198 0
-1.71303 2.22747 0
-1.71457 1.99428 0
-1.79309 1.62519 0
-1.79361 1.4557 0
-1.73633 1.28482 0
-1.77039 1.16625 0
-1.77781 1.06033 0
-1.80898 0.964406 0
-1.78085 0.842299 0
-1.79634 0.732635 0
-1.80847 0.644856 0
-1.81637 0.557504 0
-1.83948 0.475722 0
-1.73291 0.360446 0
-1.7087 0.270632 0
-1.7396 0.190517 0
-1.74674 0.106835 0
-1.76976 0.0289757 0
-1.71875 -0.0656371 0
-1.743 -0.156326 0
-1.71368 -0.237031 0
-1.71017 -0.320822 0
-1.75118 -0.416382 0
-1.71958 -0.497144 0
-1.77691 -0.613991 0
-1.76398 -0.705968 0
-1.72893 -0.787917 0
-1.77803 -0.915748 0
-1.73938 -1.02711 0
-1.73905 -1.15923 0
-1.76133 -1.31822 0
-1.76544 -1.45853 0
-1.75681 -1.6204 0
-1.78209 -1.86563 0
-1.83265 -2.16956 0
-1.54893 -3.01545 0
-0.0025038 -0.00968148 0
-0.000327191 -0.00999465 0
0.00187587 -0.00982248 0
1.2788 -3.22577 0
1.52541 -2.58324 0
1.45063 -2.14564 0
1.52809 -1.67864 0
1.49621 -1.47356 0
1.50115 -1.35164 0
1.45586 -1.18949 0
1.49517 -1.10637 0
1.51327 -1.01114 0
1.53433 -0.921918 0
1.56732 -0.822442 0
1.55726 -0.730303 0
1.54218 -0.640777 0
1.5411 -0.560913 0
1.51848 -0.471501 0
1.55872 -0.403112 0
1.55668 -0.32379 0
1.5803 -0.250295 0
1.59049 -0.174187 0
1.58703 -0.0970672 0
1.54987 -0.0202889 0
1.61919 0.0512246 0
1.5841 0.136836 0
1.5764 0.207537 0
1.61188 0.302384 0
1.58702 0.371852 0
1.57398 0.460623 0
1.58966 0.543488 0
1.634 0.65395 0
1.61973 0.738154 0
1.60912 0.828752 0
1.59349 0.92 0
1.58956 1.02244 0
1.57634 1.14789 0
1.58467 1.30051 0
1.61464 1.47954 0
1.59452 1.62969 0
1.64177 1.87208 0
1.57034 1.99641 0
1.53659 2.22011 0
1.35676 2.24134 0
1.18952 2.26686 0
1.0309 2.28852 0
0.729621 3.56613 0
-0.000185343 0.00999828 0
-0.00236618 0.00971603 0
-1.71478 3.4582 0
-1.71704 2.37417 0
-1.69287 2.09052 0
-1.7768 1.93904 0
-1.7655 1.7274 0
-1.69189 1.51341 0
-1.76087 1.40066 0
-1.76504 1.27946 0
-1.75653 1.13257 0
-1.79379 1.03306 0
-1.76123 0.904685 0
-1.80261 0.819142 0
-1.82816 0.733988 0
-1.85598 0.630021 0
-1.84388 0.535277 0
-1.7785 0.431086 0
-1.75019 0.324379 0
-1.75304 0.24444 0
-1.75279 0.159146 0
-1.75841 0.0748674 0
-1.75997 -0.0095839 0
-1.76682 -0.106113 0
-1.72924 -0.193201 0
-1.71798 -0.275945 0
-1.79084 -0.376572 0
-1.76103 -0.459535 0
-1.73695 -0.543496 0
-1.74644 -0.639969 0
-1.75736 -0.748199 0
-1.71943 -0.831652 0
-1.72091 -0.958832 0
-1.77844 -1.09783 0
-1.76118 -1.23319 0
-1.75089 -1.36484 0
-1.80615 -1.58044 0
-1.77456 -1.73244 0
-1.79923 -1.95918 0
-1.61021 -2.60208 0
-1.35311 -3.90205 0
-0.00112128 -0.00993694 0
0.00107774 -0.00994175 0
1.13227 -3.31179 0
1.52954 -2.78799 0
1.45677 -2.30884 0
1.47047 -2.07107 0
1.41698 -1.77343 0
1.4675 -1.61209 0
1.47945 -1.47625 0
1.45966 -1.32298 0
1.51032 -1.21759 0
1.50683 -1.10741 0
1.50496 -1.00558 0
1.50563 -0.911412 0
1.55918 -0.837776 0
1.53439 -0.731869 0
1.55852 -0.653542 0
1.5411 -0.560913 0
1.55668 -0.483363 0
1.53935 -0.398104 0
1.57626 -0.327863 0
1.56055 -0.247166 0
1.56067 -0.170921 0
1.58703 -0.0970672 0
1.56997 -0.0102756 0
1.57885 0.0602945 0
1.5841 0.136836 0
1.58562 0.214018 0
1.57353 0.289847 0
1.57728 0.369571 0
1.5962 0.455803 0
1.61038 0.544677 0
1.61032 0.632277 0
1.59637 0.717003 0
